epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
87,74511.3,1.43289,1.38387,1.20272,1.6349,0.43707,0.37318,0.35274,0.19798,0.22109,0.8982,0.17702,1.41633,1.42799,1.26185,1.96117,0.007162,0.007162,0.007162
88,75409.7,1.43781,1.39284,1.2025,1.64579,0.44054,0.37379,0.35362,0.19839,0.22334,0.89831,0.17908,1.41677,1.42764,1.26063,1.96106,0.007129,0.007129,0.007129
89,76286.1,1.43161,1.38597,1.20217,1.642,0.44466,0.37753,0.35548,0.19891,0.22817,0.89981,0.18233,1.41641,1.42684,1.25938,1.95802,0.007096,0.007096,0.007096
90,77121.7,1.42981,1.37506,1.20108,1.62125,0.44501,0.37768,0.35646,0.19936,0.23203,0.90002,0.18506,1.41657,1.42593,1.25863,1.95702,0.007063,0.007063,0.007063
91,77948.6,1.42504,1.3705,1.19943,1.62737,0.44436,0.37812,0.35679,0.19986,0.23353,0.90024,0.18623,1.41614,1.42541,1.2573,1.95366,0.00703,0.00703,0.00703
92,78834.9,1.42653,1.37246,1.1987,1.61418,0.44419,0.37723,0.35691,0.20021,0.23718,0.90013,0.18861,1.41586,1.4249,1.25615,1.95465,0.006997,0.006997,0.006997
93,79738.3,1.42683,1.36976,1.19532,1.63438,0.4467,0.37728,0.35748,0.20073,0.24018,0.90024,0.19097,1.41539,1.42467,1.25456,1.95465,0.006964,0.006964,0.006964
94,80607.3,1.42437,1.36525,1.1949,1.62896,0.44899,0.37691,0.35796,0.20122,0.24351,0.89991,0.19392,1.41526,1.42393,1.25337,1.95403,0.006931,0.006931,0.006931
95,81545.2,1.4183,1.35115,1.18881,1.5994,0.44438,0.37866,0.35834,0.20135,0.2478,0.89927,0.19683,1.41527,1.42317,1.25226,1.95308,0.006898,0.006898,0.006898
96,82395.3,1.42284,1.35529,1.19545,1.61629,0.44331,0.3808,0.35888,0.20185,0.25102,0.89884,0.1983,1.41504,1.422,1.25139,1.9546,0.006865,0.006865,0.006865
