epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
59,36986.9,1.49995,1.54473,1.22141,1.54199,0.40175,0.35141,0.32457,0.17835,0.41225,0.9144,0.06879,1.44652,1.48555,1.27082,1.6291,0.008086,0.008086,0.008086
60,37610.6,1.49623,1.54112,1.22126,1.54658,0.39994,0.35156,0.32471,0.17885,0.41214,0.9144,0.06867,1.44611,1.4845,1.26881,1.62875,0.008053,0.008053,0.008053
61,38236.6,1.49434,1.53576,1.21839,1.54256,0.39991,0.35341,0.32568,0.17938,0.41204,0.9145,0.06855,1.44556,1.4842,1.26668,1.62757,0.00802,0.00802,0.00802
62,38860.6,1.49528,1.53639,1.21922,1.54517,0.40147,0.35212,0.32609,0.17964,0.41193,0.91483,0.06937,1.44535,1.4839,1.26503,1.62592,0.007987,0.007987,0.007987
63,39483.5,1.4949,1.5333,1.21542,1.54088,0.40217,0.35232,0.32677,0.17987,0.41225,0.91525,0.06952,1.44459,1.48381,1.26278,1.62459,0.007954,0.007954,0.007954
64,40110.8,1.49398,1.53468,1.2147,1.54272,0.39863,0.35636,0.32673,0.17986,0.41236,0.91515,0.0688,1.44406,1.48385,1.26054,1.62358,0.007921,0.007921,0.007921
65,40738.9,1.49063,1.5279,1.21159,1.53854,0.39995,0.35678,0.3278,0.18052,0.41204,0.91525,0.06859,1.44351,1.48343,1.25841,1.62307,0.007888,0.007888,0.007888
66,41368.9,1.48725,1.52758,1.20983,1.53574,0.39928,0.35713,0.32823,0.1807,0.41161,0.91493,0.06821,1.44275,1.48289,1.25628,1.62343,0.007855,0.007855,0.007855
67,42003.2,1.49034,1.52607,1.21069,1.53813,0.39966,0.35665,0.32835,0.18082,0.4115,0.91515,0.06793,1.44202,1.48225,1.25435,1.62282,0.007822,0.007822,0.007822
68,42643,1.49186,1.52587,1.20755,1.53078,0.40335,0.35653,0.3294,0.18107,0.41118,0.91483,0.06778,1.44148,1.48191,1.25203,1.62347,0.007789,0.007789,0.007789
69,43265.5,1.48708,1.52029,1.20671,1.53058,0.40581,0.35652,0.32982,0.18136,0.41053,0.91504,0.06719,1.44054,1.48139,1.24981,1.62425,0.007756,0.007756,0.007756
70,43893.2,1.48814,1.51153,1.20766,1.52965,0.40713,0.35615,0.32962,0.18155,0.40989,0.91472,0.06665,1.44021,1.48058,1.24793,1.62457,0.007723,0.007723,0.007723
